2020-06-14 21:28:39,730:INFO: Epoch 1 out of 200
2020-06-14 21:52:48,466:INFO: processed 3311782 tokens with 52993 phrases; found: 54404 phrases; correct: 33453.

2020-06-14 21:52:48,466:INFO: accuracy:  89.79%; precision:  61.49%; recall:  63.13%; FB1:  62.30

2020-06-14 21:52:48,466:INFO:                 B: precision:  58.97%; recall:  64.28%; FB1:  61.51  10314

2020-06-14 21:52:48,466:INFO:                 C: precision:  68.43%; recall:  66.33%; FB1:  67.36  12517

2020-06-14 21:52:48,466:INFO:                 M: precision:  65.72%; recall:  65.44%; FB1:  65.58  12850

2020-06-14 21:52:48,466:INFO:                 P: precision:  51.93%; recall:  49.80%; FB1:  50.84  5900

2020-06-14 21:52:48,466:INFO:                 R: precision:  56.91%; recall:  63.11%; FB1:  59.85  12823

2020-06-14 21:52:51,194:INFO: - new best score!
2020-06-14 21:52:51,195:INFO: Epoch 2 out of 200
2020-06-14 22:17:14,687:INFO: processed 3311782 tokens with 52993 phrases; found: 52080 phrases; correct: 37885.

2020-06-14 22:17:14,687:INFO: accuracy:  91.82%; precision:  72.74%; recall:  71.49%; FB1:  72.11

2020-06-14 22:17:14,687:INFO:                 B: precision:  71.41%; recall:  75.13%; FB1:  73.22  9954

2020-06-14 22:17:14,687:INFO:                 C: precision:  76.00%; recall:  71.60%; FB1:  73.73  12166

2020-06-14 22:17:14,687:INFO:                 M: precision:  74.82%; recall:  71.13%; FB1:  72.93  12267

2020-06-14 22:17:14,687:INFO:                 P: precision:  69.82%; recall:  65.98%; FB1:  67.85  5815

2020-06-14 22:17:14,687:INFO:                 R: precision:  69.82%; recall:  71.73%; FB1:  70.76  11878

2020-06-14 22:17:18,056:INFO: - new best score!
2020-06-14 22:17:18,057:INFO: Epoch 3 out of 200
2020-06-14 22:42:32,850:INFO: processed 3311782 tokens with 52993 phrases; found: 52690 phrases; correct: 39513.

2020-06-14 22:42:32,850:INFO: accuracy:  92.56%; precision:  74.99%; recall:  74.56%; FB1:  74.78

2020-06-14 22:42:32,850:INFO:                 B: precision:  74.32%; recall:  75.45%; FB1:  74.88  9604

2020-06-14 22:42:32,850:INFO:                 C: precision:  77.77%; recall:  74.41%; FB1:  76.05  12356

2020-06-14 22:42:32,850:INFO:                 M: precision:  77.82%; recall:  74.43%; FB1:  76.08  12342

2020-06-14 22:42:32,850:INFO:                 P: precision:  69.04%; recall:  74.09%; FB1:  71.48  6603

2020-06-14 22:42:32,850:INFO:                 R: precision:  73.00%; recall:  74.41%; FB1:  73.70  11785

2020-06-14 22:42:36,377:INFO: - new best score!
2020-06-14 22:42:36,377:INFO: Epoch 4 out of 200
2020-06-14 23:07:53,550:INFO: processed 3311782 tokens with 52993 phrases; found: 51933 phrases; correct: 39818.

2020-06-14 23:07:53,551:INFO: accuracy:  92.83%; precision:  76.67%; recall:  75.14%; FB1:  75.90

2020-06-14 23:07:53,551:INFO:                 B: precision:  77.11%; recall:  77.16%; FB1:  77.13  9467

2020-06-14 23:07:53,551:INFO:                 C: precision:  78.76%; recall:  74.65%; FB1:  76.65  12239

2020-06-14 23:07:53,551:INFO:                 M: precision:  78.51%; recall:  74.70%; FB1:  76.56  12277

2020-06-14 23:07:53,551:INFO:                 P: precision:  72.98%; recall:  73.83%; FB1:  73.40  6225

2020-06-14 23:07:53,551:INFO:                 R: precision:  74.17%; recall:  75.22%; FB1:  74.69  11725

2020-06-14 23:07:57,318:INFO: - new best score!
2020-06-14 23:07:57,319:INFO: Epoch 5 out of 200
2020-06-14 23:33:13,956:INFO: processed 3311782 tokens with 52993 phrases; found: 52124 phrases; correct: 40632.

